	ensembl_id	gene_name
2850	ENSG00000138380	CARF
2851	ENSG00000144426	NBEAL1
2852	ENSG00000119004	CYP20A1
2853	ENSG00000173166	RAPH1
2854	ENSG00000178562	CD28
2855	ENSG00000163599	CTLA4
2856	ENSG00000163600	ICOS
2857	ENSG00000116117	PARD3B
2858	ENSG00000118257	NRP2
2859	ENSG00000023228	NDUFS1
2860	ENSG00000114942	EEF1B2
2861	ENSG00000183671	CMKLR2
2862	ENSG00000204186	ZDBF2
2863	ENSG00000114948	ADAM23
2864	ENSG00000235118	FAM237A
2865	ENSG00000232125	DYTN
2866	ENSG00000138400	MDH1B
2867	ENSG00000118246	FASTKD2
2868	ENSG00000144410	CPO
2869	ENSG00000118263	KLF7
2870	ENSG00000118260	CREB1
2871	ENSG00000144401	METTL21A
2872	ENSG00000163249	CCNYL1
2873	ENSG00000163251	FZD5
2874	ENSG00000178385	PLEKHM3
2875	ENSG00000118231	CRYGD
2876	ENSG00000163254	CRYGC
2877	ENSG00000182187	CRYGB
2878	ENSG00000168582	CRYGA
2879	ENSG00000188674	C2orf80
2880	ENSG00000138413	IDH1
2881	ENSG00000115020	PIKFYVE
2882	ENSG00000144407	PTH2R
2883	ENSG00000078018	MAP2
2884	ENSG00000144406	UNC80
2885	ENSG00000197713	RPE
2886	ENSG00000144445	KANSL1L
2887	ENSG00000115361	ACADL
2888	ENSG00000168530	MYL1
2889	ENSG00000115365	LANCL1
2890	ENSG00000021826	CPS1
2891	ENSG00000178568	ERBB4
2892	ENSG00000030419	IKZF2
2893	ENSG00000144451	SPAG16
2894	ENSG00000174453	VWC2L
2895	ENSG00000138376	BARD1
2896	ENSG00000144452	ABCA12
2897	ENSG00000138363	ATIC
2898	ENSG00000115414	FN1
2899	ENSG00000118242	MREG
2900	ENSG00000115425	PECR
2901	ENSG00000163449	TMEM169
2902	ENSG00000079246	XRCC5
2903	ENSG00000144583	MARCHF4
2904	ENSG00000138375	SMARCAL1
2905	ENSG00000197756	RPL37A
2906	ENSG00000115457	IGFBP2
2907	ENSG00000115461	IGFBP5
2908	ENSG00000118245	TNP1
2909	ENSG00000079308	TNS1
2910	ENSG00000188282	RUFY4
2911	ENSG00000180871	CXCR2
2912	ENSG00000163464	CXCR1
2913	ENSG00000163466	ARPC2
2914	ENSG00000179921	GPBAR1
2915	ENSG00000127837	AAMP
2916	ENSG00000127838	PNKD
2917	ENSG00000135926	TMBIM1
2918	ENSG00000158428	CATIP
2919	ENSG00000018280	SLC11A1
2920	ENSG00000144579	CTDSP1
2921	ENSG00000127831	VIL1
2922	ENSG00000135913	USP37
2923	ENSG00000144580	CNOT9
2924	ENSG00000115556	PLCD4
2925	ENSG00000115568	ZNF142
2926	ENSG00000074582	BCS1L
2927	ENSG00000163481	RNF25
2928	ENSG00000163482	STK36
2929	ENSG00000135912	TTLL4
2930	ENSG00000135929	CYP27A1
2931	ENSG00000115592	PRKAG3
2932	ENSG00000115596	WNT6
2933	ENSG00000135925	WNT10A
2934	ENSG00000171450	CDK5R2
2935	ENSG00000163497	FEV
2936	ENSG00000163499	CRYBA2
2937	ENSG00000181378	CFAP65
2938	ENSG00000163501	IHH
2939	ENSG00000187736	NHEJ1
2940	ENSG00000213901	SLC23A3
2941	ENSG00000115649	CNPPD1
2942	ENSG00000144567	RETREG2
2943	ENSG00000158552	ZFAND2B
2944	ENSG00000115657	ABCB6
2945	ENSG00000198925	ATG9A
2946	ENSG00000163516	ANKZF1
2947	ENSG00000163521	GLB1L
2948	ENSG00000115661	STK16
2949	ENSG00000127824	TUBA4A
2950	ENSG00000243910	TUBA4B
2951	ENSG00000135924	DNAJB2
2952	ENSG00000054356	PTPRN
2953	ENSG00000182698	RESP18
2954	ENSG00000123992	DNPEP
2955	ENSG00000175084	DES
2956	ENSG00000072195	SPEG
2958	ENSG00000144591	GMPPA
2959	ENSG00000072182	ASIC4
2960	ENSG00000123989	CHPF
2961	ENSG00000188760	TMEM198
2962	ENSG00000124006	OBSL1
2963	ENSG00000123999	INHA
2964	ENSG00000144589	STK11IP
2965	ENSG00000114923	SLC4A3
2966	ENSG00000116106	EPHA4
2967	ENSG00000135903	PAX3
2968	ENSG00000163082	SGPP2
2969	ENSG00000116120	FARSB
2970	ENSG00000124003	MOGAT1
2971	ENSG00000123983	ACSL3
2972	ENSG00000152049	KCNE4
2973	ENSG00000171951	SCG2
2974	ENSG00000152056	AP1S3
2975	ENSG00000085449	WDFY1
2976	ENSG00000135900	MRPL44
2977	ENSG00000135919	SERPINE2
2978	ENSG00000124019	FAM124B
2979	ENSG00000036257	CUL3
2980	ENSG00000135905	DOCK10
2981	ENSG00000144460	NYAP2
2982	ENSG00000169047	IRS1
2983	ENSG00000144468	RHBDD1
2984	ENSG00000081052	COL4A4
2985	ENSG00000169031	COL4A3
2986	ENSG00000168958	MFF
2987	ENSG00000168955	TM4SF20
2988	ENSG00000173744	AGFG1
2990	ENSG00000135917	SLC19A3
2992	ENSG00000115009	CCL20
2993	ENSG00000123977	DAW1
2994	ENSG00000153820	SPHKAP
2995	ENSG00000153823	PID1
2996	ENSG00000187957	DNER
2997	ENSG00000153827	TRIP12
2998	ENSG00000153832	FBXO36
2999	ENSG00000163053	SLC16A14
3000	ENSG00000135899	SP110
3001	ENSG00000079263	SP140
3002	ENSG00000185404	SP140L
3003	ENSG00000067066	SP100
3004	ENSG00000135932	CAB39
3005	ENSG00000135916	ITM2C
3006	ENSG00000135898	GPR55
3007	ENSG00000173699	SPATA3
3008	ENSG00000204128	C2orf72
3009	ENSG00000173692	PSMD1
3010	ENSG00000135914	HTR2B
3011	ENSG00000135931	ARMC9
3012	ENSG00000156966	B3GNT7
3013	ENSG00000115053	NCL
3014	ENSG00000171596	NMUR1
3015	ENSG00000177673	TEX44
3016	ENSG00000187514	PTMA
3017	ENSG00000156973	PDE6D
3018	ENSG00000144524	COPS7B
3019	ENSG00000163273	NPPC
3020	ENSG00000144535	DIS3L2
3021	ENSG00000163283	ALPP
3022	ENSG00000163286	ALPG
3023	ENSG00000163295	ALPI
3024	ENSG00000171551	ECEL1
3025	ENSG00000237412	PRSS56
3026	ENSG00000135902	CHRND
3027	ENSG00000196811	CHRNG
3028	ENSG00000221944	TIGD1
3029	ENSG00000135930	EIF4E2
3030	ENSG00000115468	EFHD1
3031	ENSG00000204120	GIGYF2
3032	ENSG00000115474	KCNJ13
3033	ENSG00000182600	SNORC
3034	ENSG00000066248	NGEF
3035	ENSG00000168918	INPP5D
3036	ENSG00000085978	ATG16L1
3037	ENSG00000130561	SAG
3038	ENSG00000077044	DGKD
3039	ENSG00000085982	USP40
3040	ENSG00000242366	UGT1A8
3041	ENSG00000242515	UGT1A10
3042	ENSG00000241119	UGT1A9
3043	ENSG00000244122	UGT1A7
3044	ENSG00000167165	UGT1A6
3046	ENSG00000244474	UGT1A4
3048	ENSG00000241635	UGT1A1
3049	ENSG00000185038	MROH2A
3050	ENSG00000123485	HJURP
3051	ENSG00000144481	TRPM8
3052	ENSG00000072080	SPP2
3053	ENSG00000188042	ARL4C
3054	ENSG00000130147	SH3BP4
3055	ENSG00000157985	AGAP1
3056	ENSG00000168505	GBX2
3057	ENSG00000182177	ASB18
3058	ENSG00000132321	IQCA1
3059	ENSG00000144476	ACKR3
3060	ENSG00000198612	COPS8
3061	ENSG00000163359	COL6A3
3062	ENSG00000115648	MLPH
3063	ENSG00000124839	RAB17
3064	ENSG00000124831	LRRFIP1
3065	ENSG00000177483	RBM44
3066	ENSG00000132329	RAMP1
3067	ENSG00000184182	UBE2F
3068	ENSG00000132330	SCLY
3069	ENSG00000144488	ESPNL
3070	ENSG00000168427	KLHL30
3071	ENSG00000178752	ERFE
3072	ENSG00000132323	ILKAP
3073	ENSG00000144485	HES6
3074	ENSG00000132326	PER2
3075	ENSG00000204104	TRAF3IP1
3076	ENSG00000065802	ASB1
3077	ENSG00000233608	TWIST2
3078	ENSG00000068024	HDAC4
3079	ENSG00000130414	NDUFA10
3080	ENSG00000172428	COPS9
3081	ENSG00000178602	OTOS
3082	ENSG00000063660	GPC1
3083	ENSG00000144504	ANKMY1
3084	ENSG00000188542	DUSP28
3085	ENSG00000142327	RNPEPL1
3086	ENSG00000142330	CAPN10
3087	ENSG00000178623	GPR35
3088	ENSG00000185176	AQP12B
3089	ENSG00000184945	AQP12A
3090	ENSG00000130294	KIF1A
3091	ENSG00000172482	AGXT
3092	ENSG00000172478	MAB21L4
3093	ENSG00000226321	CROCC2
3094	ENSG00000162804	SNED1
3095	ENSG00000122085	MTERF4
3096	ENSG00000115687	PASK
3097	ENSG00000115685	PPP1R7
3098	ENSG00000146205	ANO7
3099	ENSG00000115677	HDLBP
3100	ENSG00000168385	SEPTIN2
3101	ENSG00000006607	FARP2
3102	ENSG00000115694	STK25
3103	ENSG00000176720	BOK
3104	ENSG00000176946	THAP4
3105	ENSG00000168397	ATG4B
3106	ENSG00000168393	DTYMK
3107	ENSG00000168395	ING5
3108	ENSG00000180902	D2HGDH
3109	ENSG00000154252	GAL3ST2
3110	ENSG00000204099	NEU4
3111	ENSG00000188389	PDCD1
3112	ENSG00000188011	RTP5
3113	ENSG00000216921	FAM240C
3114	ENSG00000134121	CHL1
3115	ENSG00000134115	CNTN6
3116	ENSG00000144619	CNTN4
3117	ENSG00000091181	IL5RA
3118	ENSG00000072756	TRNT1
3119	ENSG00000113851	CRBN
3120	ENSG00000144455	SUMF1
3121	ENSG00000175928	LRRN1
3122	ENSG00000170364	SETMAR
3123	ENSG00000150995	ITPR1
3124	ENSG00000134107	BHLHE40
3125	ENSG00000134108	ARL8B
3126	ENSG00000134109	EDEM1
3127	ENSG00000196277	GRM7
3128	ENSG00000071282	LMCD1
3129	ENSG00000125046	SSUH2
3130	ENSG00000182533	CAV3
3131	ENSG00000180914	OXTR
3132	ENSG00000070950	RAD18
3133	ENSG00000196220	SRGAP3
3134	ENSG00000134077	THUMPD3
3135	ENSG00000168137	SETD5
3136	ENSG00000156959	LHFPL4
3137	ENSG00000163719	MTMR14
3138	ENSG00000144550	CPNE9
3139	ENSG00000156983	BRPF1
3140	ENSG00000114026	OGG1
3141	ENSG00000134072	CAMK1
3142	ENSG00000171148	TADA3
3143	ENSG00000241553	ARPC4
3144	ENSG00000214021	TTLL3
3145	ENSG00000156990	RPUSD3
3146	ENSG00000187288	CIDEC
3147	ENSG00000171135	JAGN1
3148	ENSG00000163701	IL17RE
3149	ENSG00000163702	IL17RC
3150	ENSG00000163703	CRELD1
3151	ENSG00000163704	PRRT3
3152	ENSG00000125037	EMC3
3153	ENSG00000144554	FANCD2
3154	ENSG00000163705	FANCD2OS
3155	ENSG00000254999	BRK1
3156	ENSG00000134086	VHL
3157	ENSG00000134070	IRAK2
3158	ENSG00000157014	TATDN2
3159	ENSG00000157017	GHRL
3160	ENSG00000157020	SEC13
3161	ENSG00000157087	ATP2B2
3162	ENSG00000132164	SLC6A11
3163	ENSG00000157103	SLC6A1
3164	ENSG00000196639	HRH1
3165	ENSG00000197548	ATG7
3166	ENSG00000144560	VGLL4
3167	ENSG00000144559	TAMM41
3168	ENSG00000157152	SYN2
3169	ENSG00000157150	TIMP4
3170	ENSG00000132170	PPARG
3171	ENSG00000154743	TSEN2
3172	ENSG00000225526	MKRN2OS
3173	ENSG00000075975	MKRN2
3174	ENSG00000132155	RAF1
3175	ENSG00000088726	TMEM40
3176	ENSG00000144712	CAND2
3177	ENSG00000144713	RPL32
3178	ENSG00000144711	IQSEC1
3179	ENSG00000132182	NUP210
3180	ENSG00000163517	HDAC11
3181	ENSG00000163520	FBLN2
3182	ENSG00000154764	WNT7A
3183	ENSG00000163528	CHCHD4
3184	ENSG00000170876	TMEM43
3185	ENSG00000154767	XPC
3186	ENSG00000170860	LSM3
3187	ENSG00000131389	SLC6A6
3188	ENSG00000144596	GRIP2
3189	ENSG00000154781	CCDC174
3190	ENSG00000131379	C3orf20
3191	ENSG00000154783	FGD5
3192	ENSG00000177463	NR2C2
3193	ENSG00000131368	MRPS25
3194	ENSG00000131381	RBSN
3195	ENSG00000131375	CAPN7
3196	ENSG00000131370	SH3BP5
3197	ENSG00000206562	METTL6
3198	ENSG00000144597	EAF1
3199	ENSG00000206561	COLQ
3200	ENSG00000131373	HACL1
3201	ENSG00000169814	BTD
3202	ENSG00000206560	ANKRD28
3203	ENSG00000131386	GALNT15
3204	ENSG00000154813	DPH3
3205	ENSG00000154814	OXNAD1
3206	ENSG00000131378	RFTN1
3207	ENSG00000092345	DAZL
3208	ENSG00000154822	PLCL2
3209	ENSG00000131374	TBC1D5
3210	ENSG00000182568	SATB1
3211	ENSG00000183960	KCNH8
3212	ENSG00000163576	EFHB
3213	ENSG00000144566	RAB5A
3214	ENSG00000183977	PP2D1
3215	ENSG00000114166	KAT2B
3216	ENSG00000129810	SGO1
3217	ENSG00000151789	ZNF385D
3218	ENSG00000182247	UBE2E2
3219	ENSG00000170142	UBE2E1
3220	ENSG00000197885	NKIRAS1
3221	ENSG00000174748	RPL15
3222	ENSG00000174738	NR1D2
3223	ENSG00000151090	THRB
3224	ENSG00000077092	RARB
3225	ENSG00000077097	TOP2B
3226	ENSG00000151092	NGLY1
3227	ENSG00000151093	OXSM
3228	ENSG00000179796	LRRC3B
3229	ENSG00000163491	NEK10
3230	ENSG00000033867	SLC4A7
3231	ENSG00000163508	EOMES
3232	ENSG00000187118	CMC1
3233	ENSG00000163512	AZI2
3234	ENSG00000206559	ZCWPW2
3235	ENSG00000144642	RBMS3
3236	ENSG00000163513	TGFBR2
3237	ENSG00000144644	GADL1
3238	ENSG00000163527	STT3B
3239	ENSG00000144645	OSBPL10
3240	ENSG00000197385	ZNF860
3241	ENSG00000152642	GPD1L
3242	ENSG00000170293	CMTM8
3243	ENSG00000153551	CMTM7
3244	ENSG00000091317	CMTM6
3245	ENSG00000144635	DYNC1LI1
3246	ENSG00000182973	CNOT10
3247	ENSG00000206557	TRIM71
3248	ENSG00000183813	CCR4
3249	ENSG00000170266	GLB1
3250	ENSG00000188167	TMPPE
3251	ENSG00000170275	CRTAP
3252	ENSG00000173705	SUSD5
3253	ENSG00000153558	FBXL2
3254	ENSG00000153560	UBP1
3255	ENSG00000163539	CLASP2
3256	ENSG00000170248	PDCD6IP
3257	ENSG00000172995	ARPP21
3258	ENSG00000144681	STAC
3259	ENSG00000163673	DCLK3
3260	ENSG00000168016	TRANK1
3261	ENSG00000178567	EPM2AIP1
3262	ENSG00000076242	MLH1
3263	ENSG00000093167	LRRFIP2
3264	ENSG00000144674	GOLGA4
3265	ENSG00000144668	ITGA9
3266	ENSG00000144677	CTDSPL
3267	ENSG00000136059	VILL
3268	ENSG00000187091	PLCD1
3269	ENSG00000008226	DLEC1
3270	ENSG00000060971	ACAA1
3271	ENSG00000172936	MYD88
3272	ENSG00000172939	OXSR1
3273	ENSG00000172940	SLC22A13
3274	ENSG00000144671	SLC22A14
3275	ENSG00000093217	XYLB
3276	ENSG00000114739	ACVR2B
3277	ENSG00000157036	EXOG
3278	ENSG00000183873	SCN5A
3279	ENSG00000185313	SCN10A
3280	ENSG00000168356	SCN11A
3281	ENSG00000114742	WDR48
3282	ENSG00000114745	GORASP1
3283	ENSG00000168026	TTC21A
3284	ENSG00000144655	CSRNP1
3285	ENSG00000168334	XIRP1
3286	ENSG00000168329	CX3CR1
3287	ENSG00000179934	CCR8
3288	ENSG00000144659	SLC25A38
3289	ENSG00000168028	RPSA
3290	ENSG00000168314	MOBP
3291	ENSG00000170011	MYRIP
3292	ENSG00000114784	EIF1B
3293	ENSG00000168032	ENTPD3
3294	ENSG00000188846	RPL14
3295	ENSG00000177873	ZNF619
3296	ENSG00000177842	ZNF620
3297	ENSG00000172888	ZNF621
3298	ENSG00000168036	CTNNB1
3299	ENSG00000168038	ULK4
3300	ENSG00000182606	TRAK1
3301	ENSG00000187094	CCK
3302	ENSG00000157093	LYZL4
3303	ENSG00000114812	VIPR1
3304	ENSG00000093183	SEC22C
3305	ENSG00000008324	SS18L2
3306	ENSG00000114857	NKTR
3307	ENSG00000114853	ZBTB47
3308	ENSG00000157119	KLHL40
3309	ENSG00000010282	HHATL
3310	ENSG00000244607	CCDC13
3311	ENSG00000181061	HIGD1A
3312	ENSG00000144648	ACKR2
3313	ENSG00000240747	KRBOX1
3314	ENSG00000180432	CYP8B1
3315	ENSG00000182983	ZNF662
3316	ENSG00000144649	GASK1A
3317	ENSG00000144647	POMGNT2
3318	ENSG00000163788	SNRK
3319	ENSG00000160746	ANO10
3320	ENSG00000011198	ABHD5
3321	ENSG00000173769	TOPAZ1
3322	ENSG00000179152	TCAIM
3323	ENSG00000178917	ZNF852
3324	ENSG00000196345	ZKSCAN7
3325	ENSG00000144792	ZNF660
3326	ENSG00000186448	ZNF197
3327	ENSG00000169981	ZNF35
3328	ENSG00000196653	ZNF502
3329	ENSG00000186446	ZNF501
3330	ENSG00000163807	KIAA1143
3331	ENSG00000163808	KIF15
3332	ENSG00000169964	TMEM42
3333	ENSG00000163810	TGM4
3334	ENSG00000075914	EXOSC7
3335	ENSG00000163815	CLEC3B
3336	ENSG00000163814	CDCP1
3337	ENSG00000249992	TMEM158
3338	ENSG00000011376	LARS2
3339	ENSG00000144791	LIMD1
3340	ENSG00000211456	SACM1L
3341	ENSG00000163817	SLC6A20
3342	ENSG00000163818	LZTFL1
3343	ENSG00000173585	CCR9
3344	ENSG00000163820	FYCO1
3345	ENSG00000172215	CXCR6
3346	ENSG00000173578	XCR1
3347	ENSG00000183625	CCR3
3348	ENSG00000163823	CCR1
3349	ENSG00000121807	CCR2
3350	ENSG00000160791	CCR5
3351	ENSG00000121797	CCRL2
3352	ENSG00000012223	LTF
3353	ENSG00000163825	RTP3
3354	ENSG00000163827	LRRC2
3355	ENSG00000241186	TDGF1
3356	ENSG00000283473	FAM240A
3357	ENSG00000178038	ALS2CL
3358	ENSG00000181585	TMIE
3359	ENSG00000283706	PRSS50
3360	ENSG00000188086	PRSS45P
3361	ENSG00000160808	MYL3
3362	ENSG00000160801	PTH1R
3363	ENSG00000160799	CCDC12
3364	ENSG00000160796	NBEAL2
3365	ENSG00000181555	SETD2
3366	ENSG00000088727	KIF9
3367	ENSG00000114648	KLHL18
3368	ENSG00000076201	PTPN23
3369	ENSG00000114650	SCAP
3370	ENSG00000163832	ELP6
3371	ENSG00000114646	CSPG5
3372	ENSG00000173473	SMARCC1
3373	ENSG00000132153	DHX30
3374	ENSG00000047849	MAP4
3375	ENSG00000164045	CDC25A
3376	ENSG00000164047	CAMP
3377	ENSG00000164048	ZNF589
3378	ENSG00000172113	NME6
3379	ENSG00000229453	SPINK8
3380	ENSG00000164049	FBXW12
3381	ENSG00000164050	PLXNB1
3382	ENSG00000164051	CCDC51
3383	ENSG00000232112	TMA7
3384	ENSG00000164053	ATRIP
3385	ENSG00000164054	SHISA5
3386	ENSG00000114268	PFKFB4
3387	ENSG00000145040	UCN2
3388	ENSG00000114270	COL7A1
3389	ENSG00000010256	UQCRC1
3390	ENSG00000183396	TMEM89
3391	ENSG00000225697	SLC26A6
3392	ENSG00000008300	CELSR3
3393	ENSG00000213672	NCKIPSD
3394	ENSG00000068745	IP6K2
3395	ENSG00000114302	PRKAR2A
3396	ENSG00000178537	SLC25A20
3397	ENSG00000177479	ARIH2
3398	ENSG00000178467	P4HTM
3399	ENSG00000178252	WDR6
3400	ENSG00000178149	DALRD3
3401	ENSG00000178057	NDUFAF3
3402	ENSG00000178035	IMPDH2
3403	ENSG00000198218	QRICH1
3404	ENSG00000172053	QARS1
3405	ENSG00000172046	USP19
3406	ENSG00000172037	LAMB2
3407	ENSG00000177352	CCDC71
3408	ENSG00000185909	KLHDC8B
3409	ENSG00000173421	IHO1
3410	ENSG00000188315	C3orf62
3411	ENSG00000114316	USP4
3412	ENSG00000233276	GPX1
3413	ENSG00000067560	RHOA
3414	ENSG00000145022	TCTA
3415	ENSG00000145020	AMT
3416	ENSG00000145029	NICN1
3417	ENSG00000173402	DAG1
3418	ENSG00000164061	BSN
3419	ENSG00000164062	APEH
3420	ENSG00000173531	MST1
3421	ENSG00000164068	RNF123
3423	ENSG00000173540	GMPPB
3424	ENSG00000176095	IP6K1
3425	ENSG00000187492	CDHR4
3426	ENSG00000185614	INKA1
3427	ENSG00000182179	UBA7
3428	ENSG00000183763	TRAIP
3429	ENSG00000164076	CAMKV
3430	ENSG00000164078	MST1R
3431	ENSG00000164077	MON1A
3432	ENSG00000004534	RBM6
3433	ENSG00000003756	RBM5
3434	ENSG00000001617	SEMA3F
3435	ENSG00000114349	GNAT1
3436	ENSG00000188338	SLC38A3
3437	ENSG00000114353	GNAI2
3438	ENSG00000012171	SEMA3B
3439	ENSG00000179564	LSMEM2
3440	ENSG00000214706	IFRD2
3441	ENSG00000186792	HYAL3
3442	ENSG00000243477	NAA80
3443	ENSG00000114378	HYAL1
3444	ENSG00000068001	HYAL2
3445	ENSG00000114383	TUSC2
3446	ENSG00000068028	RASSF1
3447	ENSG00000004838	ZMYND10
3448	ENSG00000114388	NPRL2
3449	ENSG00000114395	CYB561D2
3450	ENSG00000126062	TMEM115
3451	ENSG00000007402	CACNA2D2
3452	ENSG00000088543	C3orf18
3453	ENSG00000114737	CISH
3454	ENSG00000114738	MAPKAPK3
3455	ENSG00000088538	DOCK3
3456	ENSG00000145050	MANF
3457	ENSG00000259956	RBM15B
3458	ENSG00000145041	DCAF1
3459	ENSG00000164080	RAD54L2
3460	ENSG00000164081	TEX264
3461	ENSG00000164082	GRM2
3462	ENSG00000214686	IQCF6
3463	ENSG00000229972	IQCF3
3464	ENSG00000184345	IQCF2
3465	ENSG00000114767	RRP9
3466	ENSG00000041880	PARP3
3467	ENSG00000180929	GPR62
3468	ENSG00000090097	PCBP4
3469	ENSG00000114779	ABHD14B
3470	ENSG00000248487	ABHD14A
3471	ENSG00000243989	ACY1
3472	ENSG00000162244	RPL29
3473	ENSG00000164086	DUSP7
3474	ENSG00000164087	POC1A
3475	ENSG00000023330	ALAS1
3476	ENSG00000239732	TLR9
3477	ENSG00000247596	TWF2
3478	ENSG00000164088	PPM1M
3479	ENSG00000164091	WDR82
3480	ENSG00000168237	GLYCTK
3481	ENSG00000114841	DNAH1
3482	ENSG00000163930	BAP1
3483	ENSG00000010318	PHF7
3484	ENSG00000010319	SEMA3G
3485	ENSG00000114854	TNNC1
3486	ENSG00000010322	NISCH
3487	ENSG00000010327	STAB1
3488	ENSG00000168268	NT5DC2
3489	ENSG00000168273	SMIM4
3490	ENSG00000163939	PBRM1
3491	ENSG00000163938	GNL3
3492	ENSG00000016864	GLT8D1
3493	ENSG00000114902	SPCS1
3494	ENSG00000114904	NEK4
3495	ENSG00000055957	ITIH1
3496	ENSG00000162267	ITIH3
3497	ENSG00000055955	ITIH4
3498	ENSG00000272573	MUSTN1
3499	ENSG00000213533	STIMATE
3500	ENSG00000163935	SFMBT1
3501	ENSG00000163933	RFT1
3502	ENSG00000163932	PRKCD
3503	ENSG00000163931	TKT
3504	ENSG00000272886	DCP1A
3505	ENSG00000157388	CACNA1D
3506	ENSG00000016391	CHDH
3507	ENSG00000056736	IL17RB
3508	ENSG00000113812	ACTR8
3509	ENSG00000113811	SELENOK
3510	ENSG00000157445	CACNA2D3
3511	ENSG00000144771	LRTM1
3512	ENSG00000114251	WNT5A
3513	ENSG00000187672	ERC2
3514	ENSG00000180376	CCDC66
3515	ENSG00000163946	TASOR
3516	ENSG00000163947	ARHGEF3
3517	ENSG00000186451	SPATA12
3518	ENSG00000144730	IL17RD
3519	ENSG00000163666	HESX1
3520	ENSG00000157500	APPL1
3521	ENSG00000239388	ASB14
3522	ENSG00000174844	DNAH12
3523	ENSG00000174840	PDE12
3524	ENSG00000168374	ARF4
3525	ENSG00000174839	DENND6A
3526	ENSG00000163681	SLMAP
3527	ENSG00000136068	FLNB
3528	ENSG00000163687	DNASE1L3
3529	ENSG00000163686	ABHD6
3530	ENSG00000163684	RPP14
3531	ENSG00000255154	HTD2
3532	ENSG00000168297	PXK
3533	ENSG00000168291	PDHB
3534	ENSG00000168301	KCTD6
3535	ENSG00000168306	ACOX2
3536	ENSG00000168309	FAM107A
3537	ENSG00000198643	FAM3D
3538	ENSG00000163689	CFAP20DC
3539	ENSG00000189283	FHIT
3540	ENSG00000144724	PTPRG
3541	ENSG00000114405	C3orf14
3542	ENSG00000153266	FEZF2
3543	ENSG00000163618	CADPS
3544	ENSG00000163630	SYNPR
3545	ENSG00000188817	SNTN
3546	ENSG00000163632	C3orf49
3547	ENSG00000163634	THOC7
3548	ENSG00000163635	ATXN7
3549	ENSG00000163636	PSMD6
3550	ENSG00000163637	PRICKLE2
3551	ENSG00000163638	ADAMTS9
3552	ENSG00000151276	MAGI1
3553	ENSG00000144741	SLC25A26
3554	ENSG00000144749	LRIG1
3555	ENSG00000163376	KBTBD8
3556	ENSG00000172340	SUCLG2
3557	ENSG00000183662	TAFA1
3558	ENSG00000163377	TAFA4
3559	ENSG00000163378	EOGT
3560	ENSG00000144747	TMF1
3561	ENSG00000144744	UBA3
3562	ENSG00000144746	ARL6IP5
3563	ENSG00000163380	LMOD3
3564	ENSG00000114541	FRMD4B
3565	ENSG00000187098	MITF
3566	ENSG00000242120	MDFIC2
3567	ENSG00000114861	FOXP1
3568	ENSG00000163412	EIF4E3
3569	ENSG00000170837	GPR27
3570	ENSG00000163421	PROK2
3571	ENSG00000163602	RYBP
3572	ENSG00000144736	SHQ1
3573	ENSG00000172986	GXYLT2
3574	ENSG00000163605	PPP4R2
3575	ENSG00000255423	EBLN2
3576	ENSG00000121440	PDZRN3
3577	ENSG00000113805	CNTN3
3578	ENSG00000172969	FRG2C
3579	ENSG00000227124	ZNF717
3580	ENSG00000185008	ROBO2
3581	ENSG00000169855	ROBO1
3582	ENSG00000114480	GBE1
3583	ENSG00000175161	CADM2
3584	ENSG00000206538	VGLL3
3585	ENSG00000083937	CHMP2B
3586	ENSG00000064835	POU1F1
3587	ENSG00000179097	HTR1F
3588	ENSG00000163320	CGGBP1
3589	ENSG00000175105	ZNF654
3590	ENSG00000179021	C3orf38
3591	ENSG00000283434	CSNKA2IP
3592	ENSG00000044524	EPHA3
3593	ENSG00000184500	PROS1
3594	ENSG00000169379	ARL13B
3595	ENSG00000178700	DHFR2
3596	ENSG00000178694	NSUN3
3597	ENSG00000113966	ARL6
3598	ENSG00000080200	CRYBG3
3599	ENSG00000170854	RIOX2
3600	ENSG00000231192	OR5H1
3601	ENSG00000236032	OR5H14
3602	ENSG00000233412	OR5H15
3603	ENSG00000230301	OR5H6
3604	ENSG00000197938	OR5H2
3605	ENSG00000232382	OR5K1
3606	ENSG00000080822	CLDND1
3607	ENSG00000154165	GPR15
3608	ENSG00000080819	CPOX
3609	ENSG00000064225	ST3GAL6
3610	ENSG00000057019	DCBLD2
3611	ENSG00000144810	COL8A1
3612	ENSG00000184220	CMSS1
3613	ENSG00000168386	FILIP1L
3614	ENSG00000036054	TBC1D23
3615	ENSG00000114021	NIT2
3616	ENSG00000154174	TOMM70
3617	ENSG00000206535	LNP1
3618	ENSG00000181458	TMEM45A
3619	ENSG00000144820	ADGRG7
3620	ENSG00000114354	TFG
3621	ENSG00000154175	ABI3BP
3622	ENSG00000081148	IMPG2
3623	ENSG00000138468	SENP7
3624	ENSG00000174173	TRMT10C
3625	ENSG00000081154	PCNP
3626	ENSG00000066422	ZBTB11
3627	ENSG00000114391	RPL24
3628	ENSG00000182504	CEP97
3629	ENSG00000144815	NXPE3
3630	ENSG00000144802	NFKBIZ
3631	ENSG00000170044	ZPLD1
3632	ENSG00000170017	ALCAM
3633	ENSG00000114423	CBLB
3634	ENSG00000138483	CCDC54
3635	ENSG00000114439	BBX
3636	ENSG00000196776	CD47
3637	ENSG00000114446	IFT57
